ID,Number of Cities,Std. Dev. of Distance Matrix,X Coord. of Centroid,Y Coord. of Centroid,Radius of Customer Position,Fraction of Distinct Distance Matrix,Std. Dev. of Nearest Neighbor Distance,CV of Nearest Neighbor Distance,Ratio of Clusters to Total Customers,Ratio of Outlier Customers to Total Customers,Ratio of Edge Customers to Total Customers,Number of Clusters,Avg. Cluster Radius,X Coord. of Depot,Y Coord. of Depot,Std. Dev. of Customer Demand,Ratio of Total Demand to Total Capacity,Ratio of Max. Cluster Demand to Total Capacity,Ratio of Outlier Demand to Total Demand,Ratio of Max. Demand to Vehicle Capacity,Avg. Route Length,Area of Instance,Min. Number of Trucks,Label
2364,169,120.0428414,238,250,185.1194062,0.01,0.138927141,0.00991582,0.029585799,0,0.059171598,5,118.7454545,78,241,0,0.960227273,4.25,0,0.125,7.681818182,184800,22,CW
2365,169,120.0521209,238,250,185.3252633,0,0.094455283,0.006743317,0.029585799,0,0.059171598,5,119.2545455,161,144,0.032753486,0.966942149,2.465909091,0,0.113636364,15.36363636,184800,11,CW
2366,194,125.2475879,250.5,248,193.2822251,0.62,9.439065048,0.492999825,0.056701031,0.139175258,0.190721649,11,42.55783462,250,250,0.041943337,0.991124661,5.905149051,0.141021259,0.27100271,4.85,247504,40,CW
2367,99,123.6708177,249.5,250,188.2904514,0.02,3.720128616,0.146623314,0.050505051,0,0.101010101,5,123.6842105,0,0,0.048927255,0.995945946,4.162162162,0,0.27027027,4.95,219150,20,CW
2368,19,141.563094,238.5,250.5,204.6222245,0.99,39.08392744,0.579882509,0.105263158,0.210526316,0.210526316,2,89.82915034,0,0,2.78E-17,0.791666667,1.666666667,0.210526316,0.166666667,4.75,233562,4,CW
2369,74,132.2276388,257,259,187.3954806,0.91,19.82765274,0.797611408,0.094594595,0.22972973,0.216216216,7,32.83794696,0,0,0.039943035,0.838852097,1.333774834,0.240263158,0.132450331,12.33333333,226590,6,CW
2370,144,122.0982754,246,250,189.4841803,0,0.468142167,0.027627438,0.034722222,0,0.069444444,5,123.9827586,250,250,0.068768892,0.987334647,3.464114833,0,0.234449761,8.470588235,190400,17,CW
2371,149,127.4981057,250,252,191.4463506,0.74,11.64014508,0.510096055,0.026845638,0.100671141,0.120805369,4,71.47029911,0,0,0.059976924,0.991814947,29.88256228,0.090778615,0.355871886,3.725,250000,40,CW
2372,74,123.3318115,247,250,186.8049948,0.03,4.273216736,0.127583736,0.067567568,0,0.135135135,5,121.66,0,0,0,0.925,1.875,0,0.125,7.4,215100,10,CW
2373,84,103.809174,241.5,264.5,136.0458142,0.84,21.87457539,0.987159183,0.023809524,0.178571429,0.047619048,2,69.41894147,250,250,0.021437365,0.947870122,6.58310992,0.175204274,0.134048257,9.333333333,198627,9,CW
2374,169,127.2925273,252.5,251.5,195.2472873,0.68,11.10047083,0.575470074,0.035502959,0.082840237,0.136094675,6,62.42622502,53,194,0.090128326,0.992041199,8.075842697,0.082586126,0.280898876,14.08333333,242055,12,CW
2375,139,139.9274577,252.5,251,181.1662771,0.73,15.32134124,0.778191134,0.043165468,0.258992806,0.143884892,6,34.37638892,0,0,0,0.965277778,7.666666667,0.258992806,0.166666667,5.791666667,250000,24,CW
2376,174,124.0978494,249.5,253,188.4468735,0.67,10.39328732,0.510371101,0.022988506,0.034482759,0.132183908,4,79.31002941,0,0,0.026307982,0.964102564,15.24615385,0.037993921,0.153846154,8.285714286,248502,21,CW
2377,199,116.7461302,248.5,245.5,167.3438267,0.55,10.53743619,0.609571404,0.025125628,0.256281407,0.130653266,5,47.94953338,14,314,0.05245718,0.965384615,12.675,0.251185733,0.188461538,9.476190476,243045,21,CW
2378,159,120.5175791,239.5,250,186.8542873,0,0.334353784,0.022346118,0.031446541,0,0.062893082,5,120.7258065,250,250,0.026503421,0.971122648,4.722014925,0,0.186567164,6.913043478,186000,23,CW
2379,169,133.5195355,251,245.5,184.420542,0.68,12.1901303,0.651646156,0.023668639,0.289940828,0.136094675,4,53.62440455,0,0,0.008749242,0.950014899,3.539332539,0.285736689,0.059594756,21.125,244518,8,CW
2380,184,120.9848414,240,250,185.2498669,0.01,2.97676023,0.225190461,0.027173913,0,0.054347826,5,119.5297297,0,0,0.029074783,0.999483242,5.54318618,0,0.19193858,7.076923077,213300,26,CW
2381,109,116.9442101,261,243,179.6317922,0.79,13.34546338,0.659488087,0.027522936,0.19266055,0.119266055,3,61.15786281,250,250,5.55E-17,0.973214286,9.714285714,0.19266055,0.142857143,6.8125,229392,16,CW
2382,154,111.986984,330.5,249.5,163.9763436,0.53,13.83425739,0.902243717,0.012987013,0.168831169,0.038961039,2,49.30432888,257,183,0.027276717,0.983022071,14.75806452,0.166666667,0.161290323,8.105263158,164169,19,CW
2383,134,121.2888233,243,250,187.3056136,0.01,1.569448341,0.08654214,0.037313433,0,0.074626866,5,121.7128205,172,118,2.78E-17,0.957142857,1.928571429,0,0.071428571,13.4,187200,10,CW
2384,199,128.0914035,248,249,197.0529607,0.62,10.61180296,0.590476905,0.040201005,0.045226131,0.150753769,8,55.78000992,358,270,2.78E-17,0.961352657,8.333333333,0.045226131,0.111111111,8.652173913,244032,23,CW
2385,169,120.0452251,238,250,186.0306488,0,0.540719249,0.038785769,0.029585799,0,0.059171598,5,119.6787879,250,250,0.058966914,0.982433838,3.760314342,0,0.196463654,9.941176471,184800,17,CW
2386,84,123.1820734,247.5,247,184.8066248,0.89,15.13969636,0.582512363,0.05952381,0.238095238,0.166666667,5,48.12773722,0,0,0.054356368,0.906570618,2.326129666,0.212617385,0.196463654,9.333333333,244035,9,CW
2387,164,97.53644786,251.5,237,142.1046281,0.55,11.9541196,0.761199393,0.018292683,0.097560976,0.091463415,3,61.93090588,250,250,0.049664515,0.94279661,8.949152542,0.1,0.169491525,10.25,204624,16,CW
2388,114,121.9510733,249.5,249.5,178.5801906,0.82,15.9145836,0.617105709,0.01754386,0.131578947,0.096491228,2,110.7958155,0,0,1.39E-17,0.94214876,8,0.131578947,0.090909091,10.36363636,246506,11,CW
2389,119,120.3153511,240,250,184.7120744,0.02,2.314507732,0.114515617,0.042016807,0,0.084033613,5,118.9565217,481,94,0.069294934,0.975083056,3.418604651,0,0.23255814,8.5,188400,14,CW
2390,129,131.6087615,249,247.5,177.4596392,0.77,11.89468413,0.650626222,0.046511628,0.093023256,0.139534884,6,44.13996624,217,64,0.024782622,0.97515528,5.173913043,0.099787686,0.144927536,9.214285714,242550,14,CW
2391,109,127.214944,234,257.5,177.2963013,0.83,15.85969231,0.717018497,0.04587156,0.137614679,0.165137615,5,54.29631963,0,0,0.050640682,0.98452381,11.08571429,0.125755744,0.285714286,4.541666667,232500,24,CW
2392,114,121.8624259,242,240,186.4911067,0.78,17.28392028,0.933453011,0.026315789,0.114035088,0.105263158,3,58.45402932,0,0,0.026463569,0.943874798,8.853211009,0.123499142,0.183486239,6.705882353,226572,17,CW
2393,139,126.4767658,249,252.5,189.0368952,0.76,12.603529,0.523429768,0.021582734,0.071942446,0.107913669,3,98.45620314,0,0,1.39E-17,0.992857143,10.1,0.071942446,0.1,9.928571429,247000,14,CW
2394,84,123.670929,250.5,249,195.7182434,0.9,18.41918639,0.625516027,0.083333333,0.19047619,0.178571429,7,53.49547499,132,178,0.036521884,0.949537175,3.873096447,0.195597484,0.253807107,4.941176471,247506,17,CW
2395,124,143.710929,250.5,249.5,205.8753419,0.81,15.42658399,0.685234659,0.024193548,0.120967742,0.064516129,3,91.63935645,0,0,0.013287304,0.971655329,3.957328386,0.12559669,0.092764378,13.77777778,248502,9,CW
2396,199,135.1355611,251.5,250,204.8188822,0.6,12.02972924,0.686300026,0.040201005,0.316582915,0.115577889,8,30.45082547,0,0,0.015140571,0.967193983,6.26659751,0.319949055,0.10373444,12.4375,249000,16,CW
2397,84,126.0642567,265,248.5,177.2164569,0.91,21.11126571,0.782325488,0.035714286,0.154761905,0.083333333,3,76.49749072,0,0,0.079309548,0.987854251,9.368421053,0.153688525,0.263157895,6.461538462,247506,13,CW
2398,114,127.1567962,247.5,251.5,188.5588632,0.83,17.71019782,0.770770602,0.052631579,0.149122807,0.157894737,6,44.38647484,0,0,0.015950689,0.968778802,3.331797235,0.136996076,0.1140553,11.4,245508,10,CW
2399,164,122.3479303,247,250,189.7246155,0,0.329280611,0.022005387,0.030487805,0,0.06097561,5,124.4090909,250,250,0.048965986,0.962981554,2.784665579,0,0.163132137,12.61538462,192000,13,CW
2400,89,129.1691324,252,249,197.5050411,0.9,14.91138346,0.501811457,0.056179775,0.112359551,0.157303371,5,63.47509541,250,250,0.040979199,0.964672365,12.94017094,0.113260484,0.284900285,4.45,246016,20,CW
2401,124,132.3828791,248.5,248.5,200.6143462,0.82,13.01336144,0.544470567,0.064516129,0.137096774,0.169354839,8,48.25305446,0,0,0.040521671,0.98989899,10.55965909,0.137011054,0.284090909,4.592592593,246016,27,CW
2402,114,117.6799986,248,248,176.3119269,0.83,13.51190658,0.569332201,0.043859649,0.122807018,0.184210526,5,57.47274058,250,250,0.021002924,0.972749224,7.587443946,0.130851064,0.149476831,8.769230769,236096,13,CW
2403,139,109.4834898,250,273.5,142.9464402,0.65,14.15921727,0.80554743,0.014388489,0.129496403,0.043165468,2,73.37164707,0,0,1.39E-17,0.972027972,7.615384615,0.129496403,0.076923077,12.63636364,239520,11,CW
2404,184,127.4806476,250.5,249.5,192.4261378,0.64,11.45607562,0.640459899,0.054347826,0.119565217,0.14673913,10,35.94457871,0,0,0.118711984,0.976870748,15.69795918,0.125455325,0.408163265,4.717948718,249000,39,CW
2405,144,122.5514834,246,250,187.325318,0.01,3.230610297,0.18708342,0.034722222,0,0.069444444,5,122.2827586,0,0,0.020375046,0.985185185,2.533333333,0,0.111111111,12,217800,12,CW
2406,104,115.6502781,251.5,251,172.2966336,0.82,14.56918409,0.564335269,0.048076923,0.153846154,0.192307692,5,60.31143719,158,31,0.061325282,0.954399142,6.347639485,0.157579164,0.212446352,8.666666667,247506,12,CW
2407,174,121.0935507,248.5,240,174.9862625,0.63,11.78334258,0.645886178,0.017241379,0.091954023,0.074712644,3,86.52338905,437,198,0.041452034,0.995726496,9.013888889,0.095493562,0.138888889,13.38461538,231812,13,CW
2408,144,122.5514834,246,250,187.325318,0.01,3.230610297,0.18708342,0.034722222,0,0.069444444,5,122.2827586,0,0,2.78E-17,1,3.222222222,0,0.111111111,9,217800,16,CW
2409,174,122.0989152,245,250,186.9148207,0.01,3.041176794,0.213717499,0.028735632,0,0.057471264,5,121.72,0,0,0.024577979,0.932589914,1.778481013,0,0.090415913,19.33333333,217350,9,CW
2410,94,122.9700231,247,250,187.0137426,0.02,3.838324081,0.145425196,0.053191489,0,0.106382979,5,121.9263158,0,0,0.015107995,0.95282516,1.582089552,0,0.106609808,11.75,216450,8,CW
2411,154,126.1417095,257,248.5,156.8558307,0.65,14.21591313,0.790475252,0.012987013,0.097402597,0.058441558,2,93.26578547,0,0,0,0.9625,15.375,0.097402597,0.125,7.7,248000,20,CW
2412,169,102.2726787,250,250,169.2687358,0.53,15.44885644,0.896777775,0.023668639,0.100591716,0.118343195,4,53.37457272,138,185,0.038591409,0.984484542,7.357774968,0.083703012,0.12642225,15.36363636,243040,11,CW
2413,134,120.1530298,250,254,180.1123876,0.75,13.85726956,0.646568292,0.067164179,0.201492537,0.201492537,9,40.00242805,0,0,0.110840144,0.925699301,3.440559441,0.184135977,0.34965035,11.16666667,248502,12,CW
2414,119,128.8981619,250.5,249,199.3792881,0.81,12.70185358,0.483601279,0.042016807,0.210084034,0.142857143,5,64.52272329,0,0,0.229691765,0.953571429,5.980952381,0.201622971,0.952380952,7.4375,248502,16,CW
2415,184,137.8126735,250,247,208.7028778,0.64,11.64933829,0.752759691,0.032608696,0.092391304,0.10326087,6,45.13230105,0,0,0.049648473,0.949989752,3.351916376,0.113700108,0.174216028,10.82352941,247000,17,CW
2416,159,128.1799627,250.5,250,173.0028962,0.64,14.4518838,0.825007884,0.018867925,0.20754717,0.100628931,3,48.19058729,250,250,5.55E-17,0.99375,13.4,0.20754717,0.2,4.96875,246512,32,CW
2417,144,132.884572,251.5,251.5,209.3859814,0.78,12.02377922,0.585831686,0.083333333,0.256944444,0.138888889,12,31.12137299,0,0,0.026444075,0.982174688,2.348484848,0.255898367,0.151515152,8.470588235,249500,17,CW
2418,194,119.1196031,234,250,184.339668,0,0.404050337,0.03378637,0.025773196,0,0.051546392,5,117.4753036,250,250,0.019962289,0.974605775,3.865110246,0,0.129701686,10.21052632,182400,19,CW
2419,194,120.5242835,243.5,249.5,182.92817,0.59,10.73689614,0.564881181,0.046391753,0.164948454,0.154639175,9,48.13989529,46,418,0.025176496,0.983586207,4.70862069,0.165334455,0.172413793,7.76,236027,25,CW
2420,84,122.9447692,246,250,186.6500947,0.02,4.007459213,0.136147584,0.05952381,0,0.119047619,5,121.4588235,0,0,0.092021552,0.893100097,1.67638484,0,0.27696793,14,215100,6,CW
2421,189,126.32087,251.5,249.5,194.7152368,0.62,12.21406394,0.68766571,0.058201058,0.201058201,0.142857143,11,32.13623181,210,192,0.027365043,0.985649856,6.374538745,0.196824737,0.184501845,7,245025,27,CW
2422,39,123.013262,252,242,176.1552044,0.97,33.96879642,0.822669216,0.025641026,0.230769231,0.051282051,1,144.9157801,250,250,0.056446823,0.898362235,2.666666667,0.257908847,0.184971098,9.75,214144,4,CW
2423,99,122.7362501,258,184.5,153.4873399,0.75,11.87107225,0.702065537,0.02020202,0.080808081,0.090909091,2,71.26365444,265,79,0.135056251,0.942396313,6.6359447,0.04792176,0.460829493,9.9,149556,10,CW
2424,109,122.3585834,254.5,265,172.6912809,0.81,15.96692064,0.756717123,0.036697248,0.110091743,0.183486239,4,59.42709227,250,250,0.027806092,0.962733645,7.53271028,0.116612062,0.186915888,6.8125,214820,16,CW
2425,174,121.640926,251.5,249.5,185.6699622,0.65,9.92043561,0.510642971,0.074712644,0.195402299,0.189655172,13,36.29740393,259,82,0.015303149,0.94751977,1.691588785,0.21016692,0.093457944,13.38461538,247009,13,CW
2426,19,128.7148721,249.5,250,183.2784734,0.11,13.93257029,0.135116267,0.052631579,0,0.263157895,1,183.2784734,0,0,0.028568955,0.839285714,2.517857143,0,0.178571429,6.333333333,196650,3,CW
2427,84,132.7751605,234,252,194.6024991,0.89,18.58523691,0.762527728,0.047619048,0.178571429,0.130952381,4,41.09925007,0,0,0.211257071,0.979439252,3.859813084,0.070610687,0.878504673,8.4,229680,10,CW
2428,109,133.5574507,244,249.5,200.555939,0.84,15.12554725,0.639421542,0.04587156,0.201834862,0.110091743,5,42.56471674,250,250,0.023836376,0.967490096,7.83360522,0.197759846,0.163132137,7.785714286,243512,14,CW
2429,79,123.3818225,247.5,250,187.2115519,0.03,4.130146241,0.131275099,0.063291139,0,0.126582278,5,122.3466667,0,0,0.01554957,0.99180865,1.455275229,0,0.114678899,11.28571429,216000,7,CW
2430,194,123.081789,248,247,181.8336916,0.57,10.46840296,0.603738373,0.020618557,0.164948454,0.092783505,4,57.30163625,464,114,0.021038734,0.950657895,10.98684211,0.169550173,0.131578947,9.7,239072,20,CW
2431,134,97.35514605,269,224.5,140.6809946,0.63,12.04892326,0.762477621,0.037313433,0.23880597,0.141791045,5,35.39842204,263,225,0.052689948,0.987055498,5.027079304,0.226560145,0.193423598,10.30769231,199180,13,CW
2432,149,125.5237268,249,251.5,192.40829,0.74,10.63845989,0.519319489,0.060402685,0.11409396,0.167785235,9,49.3238479,250,250,0.104899199,0.979689367,6.62962963,0.12195122,0.37037037,4.806451613,246510,31,CW
2433,39,98.83753425,220.5,204.5,147.7286459,0.96,22.72193378,0.693473593,0.076923077,0.230769231,0.128205128,3,50.06394899,250,250,0.164059685,0.936466942,3.255681818,0.207942637,0.556818182,3.545454545,156025,11,CW
2434,159,120.4837268,239.5,250,185.6356606,0.01,0.049054781,0.003269473,0.031446541,0,0.062893082,5,120.6290323,267,62,0.219232668,0.993823695,6.072992701,0,0.729927007,6.115384615,186000,26,CW
2435,179,119.029329,233.5,250,183.1404878,0.01,0.802728179,0.06146543,0.027932961,0,0.055865922,5,116.8885714,366,72,0.087620426,0.978701826,6.441176471,0,0.294117647,6.172413793,182000,29,CW
2436,179,130.3792485,250,251.5,194.6224432,0.65,12.71567668,0.664418222,0.044692737,0.189944134,0.139664804,8,42.08633848,250,250,0.126880894,0.995070275,16.0660793,0.205333614,0.440528634,4.261904762,241560,42,CW
2437,149,120.962581,240,250,184.9204376,0.01,3.22203419,0.198119581,0.033557047,0,0.067114094,5,119.1724138,0,0,0,0.980263158,7.5,0,0.25,3.921052632,212400,38,CW
2438,189,122.5571522,246.5,250,187.7540609,0.01,2.937331201,0.222304531,0.026455026,0,0.052910053,5,122.8324324,0,0,0.217198242,0.986153846,5.817307692,0,0.961538462,7.56,219150,25,CW
2439,144,125.489703,247.5,251.5,190.6656327,0.74,13.11721923,0.630824855,0.055555556,0.1875,0.201388889,8,43.44359445,250,250,0.102476966,0.98655191,10.83916084,0.171892039,0.34965035,5.538461538,246015,26,CW
2440,184,132.7043301,250.5,262.5,202.0292374,0.61,15.36238573,0.98294841,0.054347826,0.222826087,0.14673913,10,27.23634999,0,0,2.78E-17,0.989247312,7.833333333,0.222826087,0.166666667,5.935483871,246506,31,CW
2441,189,115.1471614,250,261.5,156.7618368,0.55,12.0700793,0.658233563,0.031746032,0.169312169,0.121693122,6,45.2351323,425,260,0.072354137,0.98541789,12.7913486,0.162081637,0.254452926,7.269230769,233500,26,CW
2442,74,122.3375423,247,250,190.4881072,0.03,0.970150607,0.029541292,0.067567568,0,0.135135135,5,124.4885714,220,249,0.023237475,0.942732049,2.021015762,0,0.173380035,7.4,184800,10,SOM
2443,89,121.7357496,242.5,250,185.9264857,0.02,2.34475394,0.086054989,0.056179775,0.011235955,0.112359551,5,119.1375,60,5,0.009563587,0.839376947,0.912149533,0.008165083,0.061682243,17.8,204255,5,SOM
2444,34,133.999326,254,243,191.0330679,0.98,23.28881502,0.541912544,0.029411765,0.117647059,0.117647059,1,176.9408527,0,0,0.012111004,0.806641837,2.106145251,0.129665256,0.092178771,11.33333333,238063,3,SOM
2445,54,119.685151,226.5,253,183.5835294,0.95,20.79562362,0.680643951,0.037037037,0.222222222,0.166666667,2,91.0423425,250,250,0.049407538,0.85125,2.509375,0.199339207,0.15,10.8,217160,5,SOM
2446,159,128.7709386,252,251.5,198.2874787,0.71,12.37634033,0.582475008,0.075471698,0.188679245,0.232704403,12,36.90111746,250,250,0.047155084,0.995391705,2.983870968,0.18287037,0.161290323,11.35714286,245518,14,SOM
2447,144,111.0274505,247,247.5,162.312171,0.67,14.54354951,0.860124718,0.055555556,0.361111111,0.111111111,8,28.86213672,0,0,6.94E-18,0.9,1.2,0.361111111,0.05,18,241570,8,SOM
2448,169,125.8199563,250,248,192.0450161,0.69,10.66376442,0.542325138,0.094674556,0.189349112,0.189349112,16,31.30875282,0,0,0.009438648,0.915824916,0.974116162,0.194469975,0.063131313,18.77777778,246015,9,SOM
2449,94,93.91366316,247,235,157.7280222,0.78,25.29848311,1.169360269,0.021276596,0.223404255,0.074468085,2,61.32811253,356,228,0.043755174,0.974916716,2.886145405,0.215075377,0.137174211,13.42857143,224420,7,SOM
2450,89,128.4775371,251.5,251.5,192.8380724,0.89,16.39172331,0.646595676,0.033707865,0.033707865,0.146067416,3,96.37663195,0,0,0.041495755,0.900362319,5.623188406,0.040241449,0.144927536,11.125,246012,8,SOM
2451,164,138.3971291,274.5,261,171.8353587,0.54,10.87728173,0.802408681,0.012195122,0.140243902,0.085365854,2,55.77679429,250,250,0.009425203,0.969058642,5.390277778,0.137431324,0.069444444,18.22222222,199444,9,SOM
2452,114,121.4039385,254,249,190.2672056,0.83,13.56708032,0.559598291,0.01754386,0.061403509,0.122807018,2,134.4857222,250,250,0.026382144,0.997633136,7.046153846,0.067615658,0.153846154,8.769230769,243024,13,SOM
2453,29,115.9954712,260,250.5,166.7973941,0.97,23.86736941,0.499273972,0.034482759,0.206896552,0.103448276,1,143.6971681,179,269,5.55E-17,0.966666667,3.833333333,0.206896552,0.166666667,5.8,213750,5,SOM
2454,79,108.2298991,241,258,146.7048669,0.84,13.00279334,0.537012952,0.025316456,0.113924051,0.113924051,2,87.58206318,250,250,0.031739501,0.931034483,8,0.112794613,0.172413793,7.181818182,191588,11,SOM
2455,149,123.2326033,251,249,190.7527052,0.73,12.06270378,0.56566915,0.060402685,0.134228188,0.167785235,9,46.64802053,250,250,0.048215256,0.926832223,2.492913386,0.116324663,0.157480315,11.46153846,241032,13,SOM
2456,59,124.9924096,249.5,251.5,191.6004486,0.95,17.0698969,0.463396746,0.016949153,0.06779661,0.118644068,1,186.7795559,250,250,0.021569402,0.958874459,5.376623377,0.065462754,0.12987013,9.833333333,247009,6,SOM
2457,59,127.3511244,251,255,192.5938254,0.95,21.67515975,0.677006912,0.118644068,0.237288136,0.203389831,7,46.30305908,355,177,0.031656539,0.789121115,0.812433012,0.247198642,0.106109325,14.75,229272,4,SOM
2458,94,122.2194127,247,250,190.2884727,0,0.43296421,0.016693019,0.053191489,0,0.106382979,5,124.5263158,250,250,0.053397248,0.909607963,1.864716636,0,0.180987203,10.44444444,187200,9,SOM
2459,49,122.962842,250,250,192.6516907,0,4.948716593,0.100994216,0.020408163,0,0,1,192.6516907,250,250,0.025232841,0.917280314,6.420962199,0,0.171821306,7,180000,7,SOM
2460,74,131.1777282,261,251,194.2413701,0.93,19.4005647,0.621997283,0.054054054,0.189189189,0.121621622,4,69.42960969,0,0,0,0.925,2.25,0.189189189,0.125,7.4,246500,10,SOM
2461,44,122.3233482,247,250,192.2422446,0.01,0.625227231,0.011395393,0.022727273,0,0.090909091,1,192.2422446,250,250,0.03003692,0.967836257,5.807017544,0,0.175438596,7.333333333,176000,6,SOM
2462,39,124.6827637,248,250,185.6373571,0.05,6.891998403,0.109241226,0.025641026,0,0.128205128,1,185.6373571,0,0,0.050145022,0.971518987,3.886075949,0,0.17721519,9.75,209250,4,SOM
2463,89,125.500333,251,251,190.9825753,0.89,16.66260109,0.620754178,0.101123596,0.224719101,0.213483146,9,37.52040084,250,250,1.39E-17,0.927083333,1.416666667,0.224719101,0.083333333,11.125,243048,8,SOM
2464,109,131.4124657,268,244.5,200.052572,0.82,15.30368133,0.787279304,0.04587156,0.229357798,0.119266055,5,37.35037851,250,250,0.018643012,0.915555556,3.777777778,0.223300971,0.111111111,10.9,214776,10,SOM
2465,19,143.3330065,253.5,251,193.1947179,1,26.63854968,0.41608168,0.052631579,0.315789474,0.105263158,1,130.1272285,78,441,0,0.904761905,1.857142857,0.315789474,0.142857143,6.333333333,219336,3,SOM
2466,44,126.2610733,244.5,251,190.1727486,0.97,19.78663133,0.390902209,0.045454545,0.068181818,0.159090909,2,127.9839463,404,359,4.16E-17,0.88,3.1,0.068181818,0.1,8.8,237656,5,SOM
2467,84,118.8434954,246,252,167.8843845,0.87,15.59139271,0.670907896,0.023809524,0.166666667,0.19047619,2,81.22631454,462,1,0,0.875,2.666666667,0.166666667,0.041666667,21,238140,4,SOM
2468,144,122.0491976,246,250,188.6443905,0.01,2.632806016,0.152904388,0.034722222,0,0.069444444,5,123.4970443,177,304,0.007800096,0.998678747,1.24405436,0,0.056625142,24,190400,6,SOM
2469,79,145.0168948,229,239.5,210.0130276,0.89,17.66960718,0.816897745,0.075949367,0.164556962,0.151898734,6,34.69470572,0,0,0.043582392,0.918976546,1.76119403,0.167053364,0.149253731,11.28571429,218903,7,SOM
2470,79,128.7774618,247,251,190.5277928,0.92,15.34436787,0.485290728,0.050632911,0.088607595,0.164556962,4,71.47936361,0,0,0.144192376,0.868480726,3.968253968,0.156657963,0.793650794,11.28571429,246007,7,SOM
2471,149,113.6069136,249,272.5,161.3968349,0.63,15.52627511,0.857188138,0.033557047,0.174496644,0.134228188,5,45.33755412,0,0,0.030967137,1,4.510638298,0.173758865,0.106382979,16.55555556,245016,9,SOM
2472,39,124.6827637,248,250,185.6373571,0.05,6.891998403,0.109241226,0.025641026,0,0.128205128,1,185.6373571,0,0,6.94E-18,0.886363636,1.772727273,0,0.045454545,19.5,209250,2,SOM
2473,149,120.1562973,250,245.5,185.5529996,0.72,10.89033115,0.515661711,0.020134228,0.093959732,0.127516779,3,88.65697847,250,250,5.55E-17,0.967532468,16.85714286,0.093959732,0.142857143,6.772727273,244518,22,SOM
2474,69,121.7213767,244.5,250,189.9882098,0.01,2.013618232,0.058101103,0.072463768,0,0.144927536,5,124.1153846,250,250,0.012982001,0.993050193,1.036679537,0,0.096525097,13.8,182000,5,SOM
2475,64,121.7761415,248.5,247,190.2484008,0.93,16.68232239,0.47605877,0.046875,0.15625,0.15625,3,92.7050313,250,250,0.090366512,1,1.762589928,0.214028777,0.284172662,16,241566,4,SOM
2476,179,144.2014467,250,250,221.3500018,0.68,12.68220631,0.712603874,0.039106145,0.150837989,0.106145251,7,45.50137957,287,248,0.0375508,1,3.474358974,0.142094017,0.128205128,14.91666667,249000,12,SOM
2477,74,121.1235991,250.5,260.5,180.4749004,0.93,18.30205777,0.628472683,0.027027027,0.108108108,0.135135135,2,119.8875126,0,0,0.021962425,0.969606378,4.520179372,0.104145255,0.149476831,8.222222222,248502,9,SOM
2478,179,128.6334156,253,247.5,175.4592586,0.6,13.49391015,0.787996434,0.033519553,0.25698324,0.089385475,6,35.81354439,250,250,0.014531155,0.964524718,5.548175865,0.266338406,0.09354537,13.76923077,241566,13,SOM
2479,74,129.3555578,248.5,250,199.8289416,0.92,15.88187842,0.515487193,0.081081081,0.094594595,0.202702703,6,63.67951552,250,250,0.019225646,0.884864166,2.278137128,0.093019006,0.128072445,9.25,246512,8,SOM
2480,124,123.5168294,250,250,188.5069044,0.01,3.426507542,0.168739643,0.040322581,0,0.080645161,5,123.84,0,0,0.080515297,0.976430976,1.414141414,0,0.45959596,20.66666667,220500,6,SOM
2481,39,120.2940252,244,262.5,186.0968097,0.96,28.74280889,0.601766552,0.025641026,0.102564103,0.076923077,1,169.0421901,250,250,6.94E-18,0.886363636,1.590909091,0.102564103,0.045454545,19.5,206570,2,SOM
2482,149,100.1448315,257.5,206.5,132.7458639,0.55,20.25207158,1.186950227,0.013422819,0.174496644,0.080536913,2,63.24275083,0,0,0.084376772,0.917004049,5.724696356,0.208057395,0.400809717,18.625,205089,8,SOM
2483,99,125.3568141,248,247,187.6708773,0.88,16.3570801,0.621156272,0.070707071,0.222222222,0.212121212,7,44.1445056,0,0,0.017781557,0.928571429,1.744897959,0.222527473,0.102040816,12.375,241572,8,SOM
2484,89,143.2947059,246.5,245,209.4742604,0.9,17.13047206,0.695848027,0.056179775,0.08988764,0.08988764,5,58.32194874,278,459,0.0357416,0.89179862,2.164433618,0.084452538,0.120584653,14.83333333,239610,6,SOM
2485,84,120.2978207,251,251,164.7453958,0.88,19.79729051,0.651907309,0.035714286,0.119047619,0.119047619,3,75.55461226,0,0,1.39E-17,0.933333333,3.866666667,0.119047619,0.066666667,14,244032,6,SOM
2486,84,127.8446123,254,251.5,190.6083155,0.91,16.12215066,0.549875855,0.083333333,0.285714286,0.154761905,7,44.02204571,0,0,0.015919691,0.866752725,1.13253012,0.290253186,0.100401606,12,249000,7,SOM
2487,109,120.9952322,242,250,188.0740088,0,0.402660046,0.018348221,0.04587156,0,0.091743119,5,122.047619,250,250,1.39E-17,0.931623932,2.444444444,0,0.111111111,8.384615385,184800,13,SOM
2488,174,125.7306945,250.5,250,196.1565069,0.68,10.61553701,0.550838571,0.08045977,0.17816092,0.206896552,14,39.24615908,354,316,0.018290271,0.993397359,2.205282113,0.180135952,0.120048019,10.875,248500,16,SOM
2489,44,122.6474011,247,250,186.749951,0.04,1.106996182,0.020066995,0.022727273,0,0.113636364,1,186.749951,31,386,0.019183611,0.941666667,3.766666667,0,0.111111111,11,176000,4,SOM
